# Water Recovery,LCOW,SEC,Membrane Area,Operating Pressure
3.000000e-01,9.988017e-01,6.623057e+00,7.077262e+01,5.625555e+06
3.100000e-01,9.787604e-01,6.486573e+00,7.195794e+01,5.692050e+06
3.200000e-01,9.600542e-01,6.359456e+00,7.312507e+01,5.759290e+06
3.300000e-01,9.425754e-01,6.240951e+00,7.427453e+01,5.827365e+06
3.400000e-01,9.262294e-01,6.130397e+00,7.540676e+01,5.896367e+06
3.500000e-01,9.109328e-01,6.027210e+00,7.652214e+01,5.966392e+06
3.600000e-01,8.966117e-01,5.930876e+00,7.762102e+01,6.037539e+06
3.700000e-01,8.832007e-01,5.840939e+00,7.870369e+01,6.109911e+06
3.800000e-01,8.706419e-01,5.756995e+00,7.977043e+01,6.183617e+06
3.900000e-01,8.588840e-01,5.678690e+00,8.082146e+01,6.258768e+06
4.000000e-01,8.478813e-01,5.605705e+00,8.185702e+01,6.335485e+06
4.100000e-01,8.375935e-01,5.537763e+00,8.287731e+01,6.413891e+06
4.200000e-01,8.279848e-01,5.474616e+00,8.388255e+01,6.494121e+06
4.300000e-01,8.190238e-01,5.416048e+00,8.487296e+01,6.576315e+06
4.400000e-01,8.106827e-01,5.361867e+00,8.584879e+01,6.660621e+06
4.500000e-01,8.029374e-01,5.311909e+00,8.681031e+01,6.747199e+06
4.600000e-01,7.957668e-01,5.266030e+00,8.775787e+01,6.836216e+06
4.700000e-01,7.891532e-01,5.224107e+00,8.869187e+01,6.927854e+06
4.800000e-01,7.830814e-01,5.186037e+00,8.961283e+01,7.022305e+06
4.900000e-01,7.775390e-01,5.151737e+00,9.052135e+01,7.119776e+06
5.000000e-01,7.725160e-01,5.121138e+00,9.141824e+01,7.220487e+06
5.100000e-01,7.680051e-01,5.094189e+00,9.230443e+01,7.324675e+06
5.200000e-01,7.640013e-01,5.070857e+00,9.318113e+01,7.432595e+06
5.300000e-01,7.605019e-01,5.051122e+00,9.404979e+01,7.544521e+06
5.400000e-01,7.575065e-01,5.034980e+00,9.491221e+01,7.660746e+06
5.500000e-01,7.550173e-01,5.022442e+00,9.577057e+01,7.781589e+06
5.600000e-01,7.530387e-01,5.013536e+00,9.662751e+01,7.907392e+06
5.700000e-01,7.517625e-01,4.983911e+00,1.013679e+02,8.000000e+06
5.800000e-01,nan,nan,nan,nan
5.900000e-01,nan,nan,nan,nan
6.000000e-01,nan,nan,nan,nan
6.100000e-01,nan,nan,nan,nan
6.200000e-01,nan,nan,nan,nan
6.300000e-01,nan,nan,nan,nan
6.400000e-01,nan,nan,nan,nan
6.500000e-01,nan,nan,nan,nan
6.600000e-01,nan,nan,nan,nan
6.700000e-01,nan,nan,nan,nan
6.800000e-01,nan,nan,nan,nan
6.900000e-01,nan,nan,nan,nan
7.000000e-01,nan,nan,nan,nan
