# Water Recovery,Inlet Salinity,LCOW,SEC,Evaporator area,Compressor pressure ratio
5.700000e-01,7.000000e-02,3.591727e+00,1.387447e+01,7.526120e+02,1.340655e+00
5.737500e-01,3.500000e-02,3.560110e+00,1.367066e+01,7.226693e+02,1.334905e+00
5.737500e-01,7.000000e-02,3.587050e+00,1.384810e+01,7.589423e+02,1.339910e+00
5.775000e-01,3.500000e-02,3.555133e+00,1.364213e+01,7.286292e+02,1.334101e+00
5.775000e-01,7.000000e-02,3.582476e+00,1.382231e+01,7.652782e+02,1.339181e+00
5.812500e-01,3.500000e-02,3.550249e+00,1.361411e+01,7.345917e+02,1.333313e+00
5.812500e-01,7.000000e-02,3.578002e+00,1.379708e+01,7.716198e+02,1.338468e+00
5.850000e-01,3.500000e-02,3.545456e+00,1.358659e+01,7.405568e+02,1.332539e+00
5.850000e-01,7.000000e-02,3.573629e+00,1.377241e+01,7.779673e+02,1.337772e+00
5.887500e-01,3.500000e-02,3.540752e+00,1.355956e+01,7.465245e+02,1.331779e+00
5.887500e-01,7.000000e-02,3.569353e+00,1.374830e+01,7.843207e+02,1.337092e+00
5.925000e-01,3.500000e-02,3.536136e+00,1.353301e+01,7.524948e+02,1.331033e+00
5.925000e-01,7.000000e-02,3.565175e+00,1.372473e+01,7.906802e+02,1.336427e+00
5.962500e-01,3.500000e-02,3.531606e+00,1.350694e+01,7.584677e+02,1.330302e+00
5.962500e-01,7.000000e-02,3.561092e+00,1.370171e+01,7.970459e+02,1.335779e+00
6.000000e-01,3.500000e-02,3.527161e+00,1.348133e+01,7.644434e+02,1.329583e+00
6.000000e-01,7.000000e-02,3.557103e+00,1.367922e+01,8.034180e+02,1.335145e+00
6.037500e-01,3.500000e-02,3.522798e+00,1.345619e+01,7.704217e+02,1.328878e+00
6.037500e-01,7.000000e-02,3.553207e+00,1.365727e+01,8.097966e+02,1.334527e+00
6.075000e-01,3.500000e-02,3.518517e+00,1.343150e+01,7.764028e+02,1.328186e+00
6.075000e-01,7.000000e-02,3.549404e+00,1.363585e+01,8.161820e+02,1.333925e+00
6.112500e-01,3.500000e-02,3.514315e+00,1.340725e+01,7.823866e+02,1.327507e+00
6.112500e-01,7.000000e-02,3.545692e+00,1.361495e+01,8.225742e+02,1.333337e+00
6.150000e-01,3.500000e-02,3.510193e+00,1.338345e+01,7.883732e+02,1.326841e+00
6.150000e-01,7.000000e-02,3.542070e+00,1.359457e+01,8.289735e+02,1.332765e+00
6.187500e-01,3.500000e-02,3.506148e+00,1.336007e+01,7.943627e+02,1.326187e+00
6.187500e-01,7.000000e-02,3.538537e+00,1.357471e+01,8.353800e+02,1.332207e+00
6.225000e-01,3.500000e-02,3.502179e+00,1.333713e+01,8.003551e+02,1.325546e+00
6.225000e-01,7.000000e-02,3.535093e+00,1.355536e+01,8.417941e+02,1.331664e+00
6.262500e-01,3.500000e-02,3.498285e+00,1.331460e+01,8.063505e+02,1.324916e+00
6.262500e-01,7.000000e-02,3.531737e+00,1.353653e+01,8.482159e+02,1.331135e+00
6.300000e-01,3.500000e-02,3.494465e+00,1.329249e+01,8.123490e+02,1.324299e+00
6.300000e-01,7.000000e-02,3.528468e+00,1.351820e+01,8.546456e+02,1.330622e+00
6.337500e-01,3.500000e-02,3.490718e+00,1.327079e+01,8.183505e+02,1.323693e+00
6.337500e-01,7.000000e-02,3.525286e+00,1.350039e+01,8.610835e+02,1.330122e+00
6.375000e-01,3.500000e-02,3.487042e+00,1.324949e+01,8.243552e+02,1.323099e+00
6.375000e-01,7.000000e-02,3.522191e+00,1.348309e+01,8.675300e+02,1.329638e+00
