# Feed TDS,Temperature,Feed Concentration,Enthalpy,Vap Pressure,Osmotic Pressure,Density
1.366460e-01,3.531500e+02,1.267669e+02,2.922992e+05,4.337809e+04,1.342458e+07,1.054470e+03
1.366460e-01,3.541500e+02,1.266924e+02,2.959844e+05,4.515455e+04,1.345060e+07,1.053850e+03
1.366460e-01,3.551500e+02,1.266175e+02,2.996699e+05,4.699317e+04,1.347633e+07,1.053228e+03
1.366460e-01,3.561500e+02,1.265423e+02,3.033559e+05,4.889566e+04,1.350176e+07,1.052602e+03
1.366460e-01,3.571500e+02,1.264667e+02,3.070423e+05,5.086377e+04,1.352691e+07,1.051973e+03
1.366460e-01,3.581500e+02,1.263907e+02,3.107291e+05,5.289926e+04,1.355177e+07,1.051341e+03
1.775197e-01,2.981500e+02,1.668157e+02,8.574617e+04,2.670180e+03,1.571599e+07,1.106518e+03
1.775197e-01,2.991500e+02,1.667472e+02,8.930195e+04,2.866341e+03,1.577316e+07,1.106064e+03
1.775197e-01,3.001500e+02,1.666781e+02,9.285834e+04,3.072043e+03,1.582998e+07,1.105606e+03
1.775197e-01,3.011500e+02,1.666086e+02,9.641533e+04,3.287491e+03,1.588643e+07,1.105144e+03
1.775197e-01,3.021500e+02,1.665385e+02,9.997290e+04,3.512916e+03,1.594251e+07,1.104679e+03
1.775197e-01,3.031500e+02,1.664679e+02,1.035311e+05,3.748575e+03,1.599822e+07,1.104211e+03
1.775197e-01,3.041500e+02,1.663967e+02,1.070898e+05,3.994752e+03,1.605357e+07,1.103739e+03
1.775197e-01,3.051500e+02,1.663251e+02,1.106490e+05,4.251759e+03,1.610854e+07,1.103264e+03
1.775197e-01,3.061500e+02,1.662530e+02,1.142089e+05,4.519932e+03,1.616313e+07,1.102786e+03
1.775197e-01,3.071500e+02,1.661804e+02,1.177692e+05,4.799635e+03,1.621735e+07,1.102304e+03
1.775197e-01,3.081500e+02,1.661073e+02,1.213301e+05,5.091260e+03,1.627120e+07,1.101819e+03
1.775197e-01,3.091500e+02,1.660336e+02,1.248915e+05,5.395223e+03,1.632467e+07,1.101331e+03
1.775197e-01,3.101500e+02,1.659595e+02,1.284534e+05,5.711969e+03,1.637775e+07,1.100839e+03
1.775197e-01,3.111500e+02,1.658849e+02,1.320158e+05,6.041969e+03,1.643046e+07,1.100344e+03
1.775197e-01,3.121500e+02,1.658098e+02,1.355787e+05,6.385720e+03,1.648278e+07,1.099846e+03
1.775197e-01,3.131500e+02,1.657343e+02,1.391421e+05,6.743745e+03,1.653472e+07,1.099345e+03
1.775197e-01,3.141500e+02,1.656582e+02,1.427060e+05,7.116596e+03,1.658627e+07,1.098840e+03
1.775197e-01,3.151500e+02,1.655817e+02,1.462703e+05,7.504850e+03,1.663744e+07,1.098333e+03
1.775197e-01,3.161500e+02,1.655047e+02,1.498351e+05,7.909110e+03,1.668822e+07,1.097822e+03
1.775197e-01,3.171500e+02,1.654272e+02,1.534003e+05,8.330008e+03,1.673860e+07,1.097308e+03
1.775197e-01,3.181500e+02,1.653492e+02,1.569659e+05,8.768201e+03,1.678860e+07,1.096791e+03
1.775197e-01,3.191500e+02,1.652708e+02,1.605320e+05,9.224372e+03,1.683821e+07,1.096271e+03
1.775197e-01,3.201500e+02,1.651919e+02,1.640986e+05,9.699232e+03,1.688742e+07,1.095747e+03
1.775197e-01,3.211500e+02,1.651125e+02,1.676655e+05,1.019352e+04,1.693624e+07,1.095221e+03
1.775197e-01,3.221500e+02,1.650327e+02,1.712328e+05,1.070799e+04,1.698466e+07,1.094691e+03
1.775197e-01,3.231500e+02,1.649524e+02,1.748006e+05,1.124345e+04,1.703269e+07,1.094159e+03
1.775197e-01,3.241500e+02,1.648717e+02,1.783688e+05,1.180071e+04,1.708032e+07,1.093623e+03
1.775197e-01,3.251500e+02,1.647905e+02,1.819373e+05,1.238060e+04,1.712755e+07,1.093084e+03
1.775197e-01,3.261500e+02,1.647088e+02,1.855062e+05,1.298401e+04,1.717437e+07,1.092543e+03
1.775197e-01,3.271500e+02,1.646267e+02,1.890755e+05,1.361183e+04,1.722080e+07,1.091998e+03
1.775197e-01,3.281500e+02,1.645441e+02,1.926452e+05,1.426498e+04,1.726683e+07,1.091451e+03
1.775197e-01,3.291500e+02,1.644611e+02,1.962153e+05,1.494442e+04,1.731245e+07,1.090900e+03
1.775197e-01,3.301500e+02,1.643777e+02,1.997857e+05,1.565111e+04,1.735766e+07,1.090346e+03
1.775197e-01,3.311500e+02,1.642938e+02,2.033564e+05,1.638607e+04,1.740247e+07,1.089790e+03
1.775197e-01,3.321500e+02,1.642094e+02,2.069276e+05,1.715032e+04,1.744688e+07,1.089230e+03
1.775197e-01,3.331500e+02,1.641246e+02,2.104990e+05,1.794493e+04,1.749088e+07,1.088668e+03
1.775197e-01,3.341500e+02,1.640394e+02,2.140708e+05,1.877097e+04,1.753446e+07,1.088103e+03
1.775197e-01,3.351500e+02,1.639538e+02,2.176430e+05,1.962956e+04,1.757764e+07,1.087534e+03
1.775197e-01,3.361500e+02,1.638677e+02,2.212155e+05,2.052183e+04,1.762041e+07,1.086963e+03
1.775197e-01,3.371500e+02,1.637811e+02,2.247883e+05,2.144894e+04,1.766277e+07,1.086389e+03
1.775197e-01,3.381500e+02,1.636942e+02,2.283614e+05,2.241209e+04,1.770471e+07,1.085813e+03
1.775197e-01,3.391500e+02,1.636068e+02,2.319349e+05,2.341250e+04,1.774624e+07,1.085233e+03
1.775197e-01,3.401500e+02,1.635190e+02,2.355086e+05,2.445140e+04,1.778736e+07,1.084650e+03
1.775197e-01,3.411500e+02,1.634307e+02,2.390827e+05,2.553007e+04,1.782806e+07,1.084065e+03
1.775197e-01,3.421500e+02,1.633420e+02,2.426571e+05,2.664980e+04,1.786834e+07,1.083477e+03
1.775197e-01,3.431500e+02,1.632530e+02,2.462318e+05,2.781192e+04,1.790821e+07,1.082886e+03
1.775197e-01,3.441500e+02,1.631634e+02,2.498069e+05,2.901778e+04,1.794766e+07,1.082292e+03
1.775197e-01,3.451500e+02,1.630735e+02,2.533822e+05,3.026875e+04,1.798669e+07,1.081695e+03
1.775197e-01,3.461500e+02,1.629831e+02,2.569578e+05,3.156624e+04,1.802530e+07,1.081096e+03
1.775197e-01,3.471500e+02,1.628924e+02,2.605337e+05,3.291168e+04,1.806350e+07,1.080494e+03
1.775197e-01,3.481500e+02,1.628012e+02,2.641099e+05,3.430653e+04,1.810127e+07,1.079889e+03
1.775197e-01,3.491500e+02,1.627096e+02,2.676864e+05,3.575226e+04,1.813861e+07,1.079281e+03
1.775197e-01,3.501500e+02,1.626176e+02,2.712632e+05,3.725039e+04,1.817554e+07,1.078671e+03
1.775197e-01,3.511500e+02,1.625251e+02,2.748403e+05,3.880246e+04,1.821204e+07,1.078058e+03
1.775197e-01,3.521500e+02,1.624323e+02,2.784177e+05,4.041002e+04,1.824812e+07,1.077442e+03
1.775197e-01,3.531500e+02,1.623390e+02,2.819954e+05,4.207468e+04,1.828377e+07,1.076824e+03
1.775197e-01,3.541500e+02,1.622454e+02,2.855734e+05,4.379804e+04,1.831900e+07,1.076202e+03
1.775197e-01,3.551500e+02,1.621513e+02,2.891516e+05,4.558174e+04,1.835380e+07,1.075578e+03
1.775197e-01,3.561500e+02,1.620568e+02,2.927301e+05,4.742747e+04,1.838817e+07,1.074952e+03
1.775197e-01,3.571500e+02,1.619620e+02,2.963090e+05,4.933691e+04,1.842212e+07,1.074322e+03
1.775197e-01,3.581500e+02,1.618667e+02,2.998881e+05,5.131179e+04,1.845563e+07,1.073690e+03
