# boron_feed,boron_limit,LCOW,SEC,Recovery,RO1_Boron_rej,Mem Area RO1,P1
2.000000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.875791e-01,1.004848e+02,6.768748e+06
2.000000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.753204e-01,1.004848e+02,6.768748e+06
2.000000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.419091e-01,1.004848e+02,6.768748e+06
2.050000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.927099e-01,1.004848e+02,6.768748e+06
2.050000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.878801e-01,1.004848e+02,6.768748e+06
2.050000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.759145e-01,1.004848e+02,6.768748e+06
2.050000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.432780e-01,1.004848e+02,6.768748e+06
2.100000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.928828e-01,1.004848e+02,6.768748e+06
2.100000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.881669e-01,1.004848e+02,6.768748e+06
2.100000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.764807e-01,1.004848e+02,6.768748e+06
2.100000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.445840e-01,1.004848e+02,6.768748e+06
2.150000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.930478e-01,1.004848e+02,6.768748e+06
2.150000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.884405e-01,1.004848e+02,6.768748e+06
2.150000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.770209e-01,1.004848e+02,6.768748e+06
2.150000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.458314e-01,1.004848e+02,6.768748e+06
2.200000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.932052e-01,1.004848e+02,6.768748e+06
2.200000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.887017e-01,1.004848e+02,6.768748e+06
2.200000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.775369e-01,1.004848e+02,6.768748e+06
2.200000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.470241e-01,1.004848e+02,6.768748e+06
2.250000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.933557e-01,1.004848e+02,6.768748e+06
2.250000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.889513e-01,1.004848e+02,6.768748e+06
2.250000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.780302e-01,1.004848e+02,6.768748e+06
2.250000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.481655e-01,1.004848e+02,6.768748e+06
2.300000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.934997e-01,1.004848e+02,6.768748e+06
2.300000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.891902e-01,1.004848e+02,6.768748e+06
2.300000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.785023e-01,1.004848e+02,6.768748e+06
2.300000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.492588e-01,1.004848e+02,6.768748e+06
2.350000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.936375e-01,1.004848e+02,6.768748e+06
2.350000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.894189e-01,1.004848e+02,6.768748e+06
2.350000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.789546e-01,1.004848e+02,6.768748e+06
2.350000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.503071e-01,1.004848e+02,6.768748e+06
2.400000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.937697e-01,1.004848e+02,6.768748e+06
2.400000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.896382e-01,1.004848e+02,6.768748e+06
2.400000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.793882e-01,1.004848e+02,6.768748e+06
2.400000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.513131e-01,1.004848e+02,6.768748e+06
2.450000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.938964e-01,1.004848e+02,6.768748e+06
2.450000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.898485e-01,1.004848e+02,6.768748e+06
2.450000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.798044e-01,1.004848e+02,6.768748e+06
2.450000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.522792e-01,1.004848e+02,6.768748e+06
2.500000e-02,3.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.940181e-01,1.004848e+02,6.768748e+06
2.500000e-02,5.000000e-04,6.615159e-01,3.965631e+00,5.902365e-01,9.900505e-01,1.004848e+02,6.768748e+06
2.500000e-02,1.000000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.802040e-01,1.004848e+02,6.768748e+06
2.500000e-02,2.400000e-03,6.615159e-01,3.965631e+00,5.902365e-01,9.532078e-01,1.004848e+02,6.768748e+06
