# boron_feed,boron_limit,LCOW,SEC,Recovery,RO1_Boron_rej,RO1_Feed_pH,HCl dose,RO2_Boron_rej,RO2_Feed_pH,NaOH dose,Mem Area RO1,Mem Area RO2,P1,P2
7.500000e-03,3.000000e-04,9.592062e-01,5.290102e+00,5.934975e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.583333e-01,1.051111e+01,3.456081e+01,1.072375e+02,9.824905e+01,6.904786e+06,6.904786e+06
7.500000e-03,5.000000e-04,9.529991e-01,5.289195e+00,5.932493e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.285714e-01,1.013995e+01,2.459489e+01,1.072985e+02,9.821317e+01,6.900584e+06,6.900584e+06
7.500000e-03,1.000000e-03,9.468605e-01,5.288300e+00,5.930034e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.461539e-01,9.476780e+00,1.473985e+01,1.073588e+02,9.817760e+01,6.896423e+06,6.896423e+06
7.500000e-03,2.400000e-03,9.389281e-01,5.287144e+00,5.926846e-01,5.000000e-01,5.500000e+00,6.034157e+01,5.294120e-01,8.005406e+00,2.006284e+00,1.074371e+02,9.813151e+01,6.891040e+06,6.891040e+06
8.000000e-03,3.000000e-04,9.602596e-01,5.290256e+00,5.935395e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.610390e-01,1.055439e+01,3.625217e+01,1.072272e+02,9.825513e+01,6.905499e+06,6.905499e+06
8.000000e-03,5.000000e-04,9.536326e-01,5.289288e+00,5.932747e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.333333e-01,1.019069e+01,2.561204e+01,1.072922e+02,9.821684e+01,6.901013e+06,6.901013e+06
8.000000e-03,1.000000e-03,9.474655e-01,5.288388e+00,5.930276e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.571429e-01,9.550328e+00,1.571105e+01,1.073529e+02,9.818111e+01,6.896833e+06,6.896833e+06
8.000000e-03,2.400000e-03,9.393260e-01,5.287202e+00,5.927006e-01,5.000000e-01,5.500000e+00,6.034157e+01,5.714288e-01,8.160226e+00,2.644841e+00,1.074331e+02,9.813383e+01,6.891310e+06,6.891310e+06
8.500000e-03,3.000000e-04,9.613302e-01,5.290412e+00,5.935822e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.634146e-01,1.059468e+01,3.797114e+01,1.072167e+02,9.826130e+01,6.906223e+06,6.906223e+06
8.500000e-03,5.000000e-04,9.542582e-01,5.289379e+00,5.932997e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.375000e-01,1.023714e+01,2.661639e+01,1.072861e+02,9.822046e+01,6.901436e+06,6.901436e+06
8.500000e-03,1.000000e-03,9.480150e-01,5.288468e+00,5.930497e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.666667e-01,9.616721e+00,1.659321e+01,1.073475e+02,9.818430e+01,6.897206e+06,6.897206e+06
8.500000e-03,2.400000e-03,9.396859e-01,5.287255e+00,5.927151e-01,5.000000e-01,5.500000e+00,6.034157e+01,6.065576e-01,8.295853e+00,3.222567e+00,1.074296e+02,9.813592e+01,6.891555e+06,6.891555e+06
9.000000e-03,3.000000e-04,9.624095e-01,5.290570e+00,5.936253e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.655172e-01,1.063248e+01,3.970417e+01,1.072061e+02,9.826753e+01,6.906953e+06,6.906953e+06
9.000000e-03,5.000000e-04,9.548776e-01,5.289470e+00,5.933245e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.411765e-01,1.027994e+01,2.761091e+01,1.072800e+02,9.822404e+01,6.901856e+06,6.901856e+06
9.000000e-03,1.000000e-03,9.485189e-01,5.288542e+00,5.930699e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.750000e-01,9.677088e+00,1.740216e+01,1.073425e+02,9.818722e+01,6.897547e+06,6.897547e+06
9.000000e-03,2.400000e-03,9.400595e-01,5.287309e+00,5.927301e-01,5.000000e-01,5.500000e+00,6.034157e+01,6.363638e-01,8.415987e+00,3.822310e+00,1.074259e+02,9.813809e+01,6.891808e+06,6.891808e+06
9.500000e-03,3.000000e-04,9.635120e-01,5.290732e+00,5.936692e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.673913e-01,1.066818e+01,4.147454e+01,1.071953e+02,9.827388e+01,6.907699e+06,6.907699e+06
9.500000e-03,5.000000e-04,9.554937e-01,5.289560e+00,5.933491e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.444444e-01,1.031961e+01,2.860009e+01,1.072740e+02,9.822760e+01,6.902273e+06,6.902273e+06
