,Conc,T,pH,titrantAmount,deltaCalcite,deltaAnhydrite
292,7.0,60.0,8.0,-0.01667233675524234,-9.414691248821327e-14,1.3855583347321954e-12
293,7.0,60.0,9.0,-0.0047310338550777325,0.0,-2.0477841644606087e-10
294,7.0,60.0,10.0,-0.028738617402158825,0.0,-2.8528290840768022e-12
295,7.0,70.0,5.999999999999999,0.19027872227971382,-4.092726157978177e-12,5.547615700152164e-10
296,7.0,70.0,7.0,-0.14345057277437037,1.2468248655750358e-11,-8.171241461241152e-14
297,7.0,70.0,8.0,-0.014041844017239435,5.329070518200751e-15,1.2434497875801753e-14
298,7.0,70.0,9.0,-0.006796245488322955,-1.7763568394002505e-15,-4.348343907167873e-11
299,7.0,70.0,10.000000000000004,-0.050620793604562155,0.0,6.572520305780927e-14
300,7.0,80.0,6.0,0.19586194721929562,-4.3520742565306136e-13,-8.220979452744359e-12
301,7.0,80.0,7.0,-0.1270230635769321,4.266809128239402e-12,-8.348877145181177e-14
302,7.0,80.0,8.0,-0.012191712593811493,-1.0658141036401503e-14,-7.105427357601002e-15
303,7.0,80.0,9.0,-0.010572916049327629,0.0,-2.2593482640331786e-11
304,7.0,80.0,10.0,-0.08403366262494548,-1.7763568394002505e-15,-1.4814816040598089e-12
305,7.0,90.0,6.0,0.2190561355445979,-3.872457909892546e-13,1.6351364706679306e-10
306,7.0,90.0,7.0,-0.1143564192927258,1.5132783914850734e-11,-7.105427357601002e-15
307,7.0,90.0,8.0,-0.011078615610203284,-6.572520305780927e-14,5.684341886080802e-14
308,7.0,90.0,9.0,-0.016844410519443718,0.0,-2.3957724692991178e-11
309,7.0,90.0,10.0,-0.1304889844220224,0.0,9.36140054363932e-12
310,7.0,100.0,5.999999999999999,0.26131247009772934,-2.602362769721367e-12,2.2011548139744264e-10
311,7.0,100.0,7.0,-0.10461443054646019,3.552713678800501e-15,-8.881784197001252e-15
312,7.0,100.0,8.000000000000004,-0.010729106771395812,-6.927791673660977e-14,8.881784197001252e-15
313,7.0,100.0,9.0,-0.026600897431024312,-1.7763568394002505e-15,-1.7553958286953275e-11
314,7.0,100.0,10.0,-0.18858335462118994,-1.7763568394002505e-15,-4.334310688136611e-13
