# Temperature,Flow,Enthalpy,Vap Pressure,Osmotic Pressure,Diffusivity,Osmotic Coeff,Density,Viscosity
3.256500e+02,1.245833e-01,1.925478e+05,1.313873e+04,1.180433e+07,2.358833e-09,9.998378e-01,1.065987e+03,6.400281e-04
3.256500e+02,1.350000e-01,1.905205e+05,1.303867e+04,1.294456e+07,2.381713e-09,1.011817e+00,1.072091e+03,6.528111e-04
3.256500e+02,1.454167e-01,1.885268e+05,1.293723e+04,1.411423e+07,2.407088e-09,1.024216e+00,1.078123e+03,6.658132e-04
3.256500e+02,1.558333e-01,1.865675e+05,1.283444e+04,1.531375e+07,2.433965e-09,1.036978e+00,1.084085e+03,6.790620e-04
3.256500e+02,1.662500e-01,1.846431e+05,1.273032e+04,1.654331e+07,2.461449e-09,1.050048e+00,1.089978e+03,6.925887e-04
3.256500e+02,1.766667e-01,1.827543e+05,1.262492e+04,1.780290e+07,2.488740e-09,1.063370e+00,1.095803e+03,7.064264e-04
3.256500e+02,1.870833e-01,1.809020e+05,1.251827e+04,1.909229e+07,2.515120e-09,1.076890e+00,1.101562e+03,7.206097e-04
3.256500e+02,1.975000e-01,1.790869e+05,1.241042e+04,2.041100e+07,2.539948e-09,1.090550e+00,1.107256e+03,7.351742e-04
3.256500e+02,2.079167e-01,1.773097e+05,1.230142e+04,2.175836e+07,2.562652e-09,1.104295e+00,1.112886e+03,7.501555e-04
3.256500e+02,2.183333e-01,1.755713e+05,1.219132e+04,2.313347e+07,2.582726e-09,1.118070e+00,1.118453e+03,7.655894e-04
3.256500e+02,2.287500e-01,1.738724e+05,1.208018e+04,2.453522e+07,2.599720e-09,1.131819e+00,1.123958e+03,7.815108e-04
3.256500e+02,2.391667e-01,1.722137e+05,1.196804e+04,2.596226e+07,2.613238e-09,1.145487e+00,1.129402e+03,7.979543e-04
3.256500e+02,2.495833e-01,1.705959e+05,1.185497e+04,2.741304e+07,2.622931e-09,1.159017e+00,1.134786e+03,8.149529e-04
3.256500e+02,2.600000e-01,1.690198e+05,1.174101e+04,2.888578e+07,2.628495e-09,1.172355e+00,1.140110e+03,8.325386e-04
3.310667e+02,1.000000e-02,2.395431e+05,1.822801e+04,8.738111e+05,2.921235e-09,9.094065e-01,9.907667e+02,4.662558e-04
3.310667e+02,2.041667e-02,2.368344e+05,1.811586e+04,1.791863e+06,2.795888e-09,9.133989e-01,9.978148e+02,4.759678e-04
3.310667e+02,3.083333e-02,2.341875e+05,1.800278e+04,2.720930e+06,2.697131e-09,9.184118e-01,1.004754e+03,4.860500e-04
3.310667e+02,4.125000e-02,2.315972e+05,1.788854e+04,3.663851e+06,2.621592e-09,9.243882e-01,1.011590e+03,4.964141e-04
3.310667e+02,5.166667e-02,2.290594e+05,1.777296e+04,4.623238e+06,2.566216e-09,9.312715e-01,1.018329e+03,5.069940e-04
3.310667e+02,6.208333e-02,2.265708e+05,1.765587e+04,5.601473e+06,2.528231e-09,9.390047e-01,1.024974e+03,5.177427e-04
3.310667e+02,7.250000e-02,2.241288e+05,1.753717e+04,6.600714e+06,2.505125e-09,9.475310e-01,1.031531e+03,5.286289e-04
3.310667e+02,8.291667e-02,2.217314e+05,1.741677e+04,7.622888e+06,2.494625e-09,9.567935e-01,1.038002e+03,5.396350e-04
3.310667e+02,9.333333e-02,2.193770e+05,1.729462e+04,8.669697e+06,2.494671e-09,9.667354e-01,1.044390e+03,5.507540e-04
3.310667e+02,1.037500e-01,2.170646e+05,1.717068e+04,9.742613e+06,2.503400e-09,9.772999e-01,1.050699e+03,5.619881e-04
3.310667e+02,1.141667e-01,2.147934e+05,1.704493e+04,1.084288e+07,2.519128e-09,9.884301e-01,1.056931e+03,5.733470e-04
3.310667e+02,1.245833e-01,2.125630e+05,1.691737e+04,1.197153e+07,2.540336e-09,1.000069e+00,1.063088e+03,5.848462e-04
3.310667e+02,1.350000e-01,2.103732e+05,1.678803e+04,1.312933e+07,2.565650e-09,1.012160e+00,1.069173e+03,5.965059e-04
3.310667e+02,1.454167e-01,2.082239e+05,1.665693e+04,1.431686e+07,2.593833e-09,1.024647e+00,1.075187e+03,6.083498e-04
3.310667e+02,1.558333e-01,2.061153e+05,1.652410e+04,1.553445e+07,2.623774e-09,1.037471e+00,1.081131e+03,6.204046e-04
