# Temperature,Flow,Enthalpy,Vap Pressure,Osmotic Pressure,Diffusivity,Osmotic Coeff,Density,Viscosity
3.148167e+02,4.125000e-02,1.624674e+05,7.888058e+03,3.220370e+06,1.470623e-09,9.115644e-01,1.022107e+03,6.961848e-04
3.148167e+02,5.166667e-02,1.596748e+05,7.838157e+03,4.061384e+06,1.471106e-09,9.178447e-01,1.029432e+03,7.131394e-04
3.148167e+02,6.208333e-02,1.569613e+05,7.786592e+03,4.921778e+06,1.474184e-09,9.256623e-01,1.036609e+03,7.304190e-04
3.148167e+02,7.250000e-02,1.543198e+05,7.733549e+03,5.805070e+06,1.479242e-09,9.349212e-01,1.043642e+03,7.479938e-04
3.148167e+02,8.291667e-02,1.517467e+05,7.679200e+03,6.714477e+06,1.485760e-09,9.455313e-01,1.050535e+03,7.658361e-04
3.148167e+02,9.333333e-02,1.492412e+05,7.623704e+03,7.652937e+06,1.493297e-09,9.574078e-01,1.057292e+03,7.839200e-04
3.148167e+02,1.037500e-01,1.468046e+05,7.567212e+03,8.623132e+06,1.501482e-09,9.704709e-01,1.063917e+03,8.022211e-04
3.148167e+02,1.141667e-01,1.444400e+05,7.509860e+03,9.627504e+06,1.510008e-09,9.846456e-01,1.070415e+03,8.207169e-04
3.148167e+02,1.245833e-01,1.421519e+05,7.451779e+03,1.066827e+07,1.518617e-09,9.998614e-01,1.076788e+03,8.393862e-04
3.148167e+02,1.350000e-01,1.399460e+05,7.393088e+03,1.174746e+07,1.527102e-09,1.016052e+00,1.083041e+03,8.582093e-04
3.148167e+02,1.454167e-01,1.378290e+05,7.333897e+03,1.286689e+07,1.535295e-09,1.033154e+00,1.089176e+03,8.771677e-04
3.148167e+02,1.558333e-01,1.358079e+05,7.274308e+03,1.402821e+07,1.543063e-09,1.051109e+00,1.095197e+03,8.962441e-04
3.148167e+02,1.662500e-01,1.338905e+05,7.214415e+03,1.523293e+07,1.550304e-09,1.069861e+00,1.101108e+03,9.154224e-04
3.148167e+02,1.766667e-01,1.320845e+05,7.154307e+03,1.648237e+07,1.556942e-09,1.089358e+00,1.106910e+03,9.346875e-04
3.148167e+02,1.870833e-01,1.303981e+05,7.094063e+03,1.777774e+07,1.562925e-09,1.109550e+00,1.112608e+03,9.540253e-04
3.148167e+02,1.975000e-01,1.288392e+05,7.033757e+03,1.912011e+07,1.568220e-09,1.130392e+00,1.118203e+03,9.734226e-04
3.148167e+02,2.079167e-01,1.274159e+05,6.973458e+03,2.051044e+07,1.572809e-09,1.151838e+00,1.123699e+03,9.928672e-04
3.148167e+02,2.183333e-01,1.261359e+05,6.913228e+03,2.194957e+07,1.576690e-09,1.173847e+00,1.129099e+03,1.012347e-03
3.148167e+02,2.287500e-01,1.250069e+05,6.853124e+03,2.343824e+07,1.579873e-09,1.196381e+00,1.134404e+03,1.031853e-03
3.148167e+02,2.391667e-01,1.240362e+05,6.793199e+03,2.497709e+07,1.582378e-09,1.219402e+00,1.139617e+03,1.051373e-03
3.148167e+02,2.495833e-01,1.232308e+05,6.733500e+03,2.656668e+07,1.584233e-09,1.242875e+00,1.144741e+03,1.070899e-03
3.148167e+02,2.600000e-01,1.225975e+05,6.674072e+03,2.820750e+07,1.585472e-09,1.266767e+00,1.149778e+03,1.090421e-03
3.202333e+02,1.000000e-02,1.936122e+05,1.061727e+04,7.849113e+05,1.492524e-09,9.030028e-01,9.969365e+02,5.882438e-04
3.202333e+02,2.041667e-02,1.900366e+05,1.055950e+04,1.604295e+06,1.480427e-09,9.039987e-01,1.004697e+03,6.029097e-04
3.202333e+02,3.083333e-02,1.866174e+05,1.049869e+04,2.430576e+06,1.473451e-09,9.068955e-01,1.012295e+03,6.179343e-04
3.202333e+02,4.125000e-02,1.833308e+05,1.043513e+04,3.268495e+06,1.470623e-09,9.115751e-01,1.019736e+03,6.332860e-04
3.202333e+02,5.166667e-02,1.801590e+05,1.036912e+04,4.122398e+06,1.471106e-09,9.179267e-01,1.027025e+03,6.489353e-04
3.202333e+02,6.208333e-02,1.770888e+05,1.030090e+04,4.996263e+06,1.474184e-09,9.258461e-01,1.034166e+03,6.648548e-04
3.202333e+02,7.250000e-02,1.741115e+05,1.023073e+04,5.893733e+06,1.479242e-09,9.352355e-01,1.041163e+03,6.810187e-04
3.202333e+02,8.291667e-02,1.712218e+05,1.015883e+04,6.818139e+06,1.485760e-09,9.460031e-01,1.048021e+03,6.974032e-04
3.202333e+02,9.333333e-02,1.684170e+05,1.008542e+04,7.772522e+06,1.493297e-09,9.580623e-01,1.054744e+03,7.139858e-04
3.202333e+02,1.037500e-01,1.656970e+05,1.001068e+04,8.759658e+06,1.501482e-09,9.713318e-01,1.061336e+03,7.307458e-04
3.202333e+02,1.141667e-01,1.630635e+05,9.934815e+03,9.782076e+06,1.510008e-09,9.857352e-01,1.067801e+03,7.476635e-04
3.202333e+02,1.245833e-01,1.605200e+05,9.857980e+03,1.084208e+07,1.518617e-09,1.001200e+00,1.074142e+03,7.647209e-04
3.202333e+02,1.350000e-01,1.580709e+05,9.780337e+03,1.194174e+07,1.527102e-09,1.017660e+00,1.080363e+03,7.819009e-04
3.202333e+02,1.454167e-01,1.557216e+05,9.702032e+03,1.308298e+07,1.535295e-09,1.035049e+00,1.086468e+03,7.991876e-04
3.202333e+02,1.558333e-01,1.534785e+05,9.623202e+03,1.426749e+07,1.543063e-09,1.053309e+00,1.092459e+03,8.165663e-04
3.202333e+02,1.662500e-01,1.513482e+05,9.543970e+03,1.549681e+07,1.550304e-09,1.072381e+00,1.098339e+03,8.340230e-04
3.202333e+02,1.766667e-01,1.493377e+05,9.464452e+03,1.677235e+07,1.556942e-09,1.092214e+00,1.104112e+03,8.515448e-04
3.202333e+02,1.870833e-01,1.474545e+05,9.384755e+03,1.809534e+07,1.562925e-09,1.112756e+00,1.109781e+03,8.691197e-04
3.202333e+02,1.975000e-01,1.457057e+05,9.304977e+03,1.946689e+07,1.568220e-09,1.133961e+00,1.115348e+03,8.867364e-04
3.202333e+02,2.079167e-01,1.440987e+05,9.225207e+03,2.088799e+07,1.572809e-09,1.155782e+00,1.120817e+03,9.043843e-04
3.202333e+02,2.183333e-01,1.426407e+05,9.145528e+03,2.235952e+07,1.576690e-09,1.178178e+00,1.126189e+03,9.220536e-04
3.202333e+02,2.287500e-01,1.413389e+05,9.066017e+03,2.388224e+07,1.579873e-09,1.201109e+00,1.131467e+03,9.397351e-04
3.202333e+02,2.391667e-01,1.402001e+05,8.986742e+03,2.545682e+07,1.582378e-09,1.224537e+00,1.136654e+03,9.574203e-04
3.202333e+02,2.495833e-01,1.392307e+05,8.907766e+03,2.708384e+07,1.584233e-09,1.248427e+00,1.141752e+03,9.751011e-04
3.202333e+02,2.600000e-01,1.384371e+05,8.829148e+03,2.876380e+07,1.585472e-09,1.272745e+00,1.146764e+03,9.927702e-04
3.256500e+02,1.000000e-02,2.157580e+05,1.389746e+04,7.960041e+05,1.492524e-09,9.027467e-01,9.944786e+02,5.373480e-04
3.256500e+02,2.041667e-02,2.117056e+05,1.382184e+04,1.626897e+06,1.480427e-09,9.037030e-01,1.002208e+03,5.510233e-04
3.256500e+02,3.083333e-02,2.078394e+05,1.374224e+04,2.464805e+06,1.473451e-09,9.065938e-01,1.009775e+03,5.650030e-04
3.256500e+02,4.125000e-02,2.041331e+05,1.365905e+04,3.314623e+06,1.470623e-09,9.112989e-01,1.017186e+03,5.792594e-04
3.256500e+02,5.166667e-02,2.005665e+05,1.357264e+04,4.180836e+06,1.471106e-09,9.177055e-01,1.024444e+03,5.937667e-04
3.256500e+02,6.208333e-02,1.971245e+05,1.348335e+04,5.067553e+06,1.474184e-09,9.257077e-01,1.031556e+03,6.085010e-04
3.256500e+02,7.250000e-02,1.937965e+05,1.339150e+04,5.978533e+06,1.479242e-09,9.352059e-01,1.038524e+03,6.234398e-04
3.256500e+02,8.291667e-02,1.905752e+05,1.329739e+04,6.917216e+06,1.485760e-09,9.461067e-01,1.045355e+03,6.385624e-04
3.256500e+02,9.333333e-02,1.874565e+05,1.320129e+04,7.886743e+06,1.493297e-09,9.583221e-01,1.052050e+03,6.538492e-04
3.256500e+02,1.037500e-01,1.844387e+05,1.310347e+04,8.889979e+06,1.501482e-09,9.717694e-01,1.058615e+03,6.692820e-04
3.256500e+02,1.141667e-01,1.815223e+05,1.300416e+04,9.929535e+06,1.510008e-09,9.863708e-01,1.065054e+03,6.848440e-04
3.256500e+02,1.245833e-01,1.787093e+05,1.290359e+04,1.100779e+07,1.518617e-09,1.002053e+00,1.071369e+03,7.005192e-04
3.256500e+02,1.350000e-01,1.760030e+05,1.280196e+04,1.212689e+07,1.527102e-09,1.018747e+00,1.077565e+03,7.162929e-04
3.256500e+02,1.454167e-01,1.734079e+05,1.269946e+04,1.328880e+07,1.535295e-09,1.036388e+00,1.083644e+03,7.321512e-04
3.256500e+02,1.558333e-01,1.709293e+05,1.259627e+04,1.449529e+07,1.543063e-09,1.054914e+00,1.089611e+03,7.480814e-04
3.256500e+02,1.662500e-01,1.685728e+05,1.249256e+04,1.574795e+07,1.550304e-09,1.074269e+00,1.095467e+03,7.640714e-04
3.256500e+02,1.766667e-01,1.663448e+05,1.238848e+04,1.704821e+07,1.556942e-09,1.094397e+00,1.101217e+03,7.801100e-04
3.256500e+02,1.870833e-01,1.642517e+05,1.228416e+04,1.839737e+07,1.562925e-09,1.115247e+00,1.106863e+03,7.961866e-04
3.256500e+02,1.975000e-01,1.623002e+05,1.217973e+04,1.979656e+07,1.568220e-09,1.136772e+00,1.112407e+03,8.122916e-04
3.256500e+02,2.079167e-01,1.604969e+05,1.207532e+04,2.124681e+07,1.572809e-09,1.158925e+00,1.117853e+03,8.284159e-04
3.256500e+02,2.183333e-01,1.588486e+05,1.197102e+04,2.274903e+07,1.576690e-09,1.181663e+00,1.123203e+03,8.445509e-04
3.256500e+02,2.287500e-01,1.573616e+05,1.186695e+04,2.430400e+07,1.579873e-09,1.204945e+00,1.128460e+03,8.606887e-04
3.256500e+02,2.391667e-01,1.560424e+05,1.176318e+04,2.591242e+07,1.582378e-09,1.228734e+00,1.133626e+03,8.768219e-04
3.256500e+02,2.495833e-01,1.548971e+05,1.165981e+04,2.757489e+07,1.584233e-09,1.252994e+00,1.138703e+03,8.929436e-04
3.256500e+02,2.600000e-01,1.539314e+05,1.155690e+04,2.929191e+07,1.585472e-09,1.277689e+00,1.143694e+03,9.090475e-04
3.310667e+02,1.000000e-02,2.378916e+05,1.800920e+04,8.066370e+05,1.492524e-09,9.022376e-01,9.918301e+02,4.933566e-04
3.310667e+02,2.041667e-02,2.333443e+05,1.791120e+04,1.648545e+06,1.480427e-09,9.031477e-01,9.995347e+02,5.061446e-04
3.310667e+02,3.083333e-02,2.290131e+05,1.780805e+04,2.497564e+06,1.473451e-09,9.060223e-01,1.007078e+03,5.191939e-04
3.310667e+02,4.125000e-02,2.248695e+05,1.770025e+04,3.358732e+06,1.470623e-09,9.107395e-01,1.014465e+03,5.324801e-04
3.310667e+02,5.166667e-02,2.208908e+05,1.758828e+04,4.236668e+06,1.471106e-09,9.171847e-01,1.021701e+03,5.459805e-04
3.310667e+02,6.208333e-02,2.170599e+05,1.747257e+04,5.135604e+06,1.474184e-09,9.252504e-01,1.028790e+03,5.596739e-04
3.310667e+02,7.250000e-02,2.133642e+05,1.735355e+04,6.059412e+06,1.479242e-09,9.348356e-01,1.035737e+03,5.735406e-04
3.310667e+02,8.291667e-02,2.097947e+05,1.723159e+04,7.011633e+06,1.485760e-09,9.458454e-01,1.042546e+03,5.875622e-04
3.310667e+02,9.333333e-02,2.063456e+05,1.710706e+04,7.995503e+06,1.493297e-09,9.581904e-01,1.049220e+03,6.017216e-04
3.310667e+02,1.037500e-01,2.030139e+05,1.698030e+04,9.013973e+06,1.501482e-09,9.717867e-01,1.055765e+03,6.160026e-04
3.310667e+02,1.141667e-01,1.997985e+05,1.685161e+04,1.006973e+07,1.510008e-09,9.865553e-01,1.062183e+03,6.303904e-04
3.310667e+02,1.245833e-01,1.967003e+05,1.672128e+04,1.116523e+07,1.518617e-09,1.002422e+00,1.068478e+03,6.448711e-04
3.310667e+02,1.350000e-01,1.937213e+05,1.658958e+04,1.230268e+07,1.527102e-09,1.019316e+00,1.074655e+03,6.594317e-04
3.310667e+02,1.454167e-01,1.908651e+05,1.645676e+04,1.348411e+07,1.535295e-09,1.037172e+00,1.080715e+03,6.740600e-04
3.310667e+02,1.558333e-01,1.881357e+05,1.632304e+04,1.471133e+07,1.543063e-09,1.055928e+00,1.086663e+03,6.887448e-04
3.310667e+02,1.662500e-01,1.855382e+05,1.618865e+04,1.598599e+07,1.550304e-09,1.075525e+00,1.092501e+03,7.034755e-04
