# boron_feed,boron_limit,RO1_Boron_rej,LCOW,RO2_Boron_rej
1.750000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.773805e-01
1.750000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.767343e-01
1.750000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.774901e-01
1.750000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.777334e-01
2.000000e-03,5.000000e-04,4.000000e-01,9.043322e-01,7.777779e-01
2.000000e-03,5.000000e-04,4.500000e-01,9.025292e-01,7.774881e-01
2.000000e-03,5.000000e-04,5.000000e-01,9.025292e-01,7.774639e-01
2.000000e-03,5.000000e-04,5.500000e-01,9.025292e-01,7.775546e-01
2.000000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.777054e-01
2.000000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.773818e-01
2.000000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.767611e-01
2.000000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.770958e-01
2.000000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.774881e-01
2.000000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.774639e-01
2.000000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.775546e-01
2.000000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.777054e-01
2.000000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.773818e-01
2.000000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.767611e-01
2.000000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.770958e-01
2.000000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.774881e-01
2.000000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.774639e-01
2.000000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.775546e-01
2.000000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.777054e-01
2.000000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.773818e-01
2.000000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.767611e-01
2.250000e-03,5.000000e-04,4.000000e-01,9.054267e-01,8.024693e-01
2.250000e-03,5.000000e-04,4.500000e-01,9.025292e-01,7.774012e-01
2.250000e-03,5.000000e-04,5.000000e-01,9.025292e-01,7.769905e-01
2.250000e-03,5.000000e-04,5.500000e-01,9.025292e-01,7.767579e-01
2.250000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.768030e-01
2.250000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.771997e-01
2.250000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.778097e-01
2.250000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.768761e-01
2.250000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.774012e-01
2.250000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.769905e-01
2.250000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.767579e-01
2.250000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.768030e-01
2.250000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.771997e-01
2.250000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.778097e-01
2.250000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.768761e-01
2.250000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.774012e-01
2.250000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.769905e-01
2.250000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.767579e-01
2.250000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.768030e-01
2.250000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.771997e-01
2.250000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.778097e-01
2.500000e-03,5.000000e-04,4.000000e-01,9.065212e-01,8.271606e-01
2.500000e-03,5.000000e-04,4.500000e-01,9.040137e-01,7.977915e-01
2.500000e-03,5.000000e-04,5.000000e-01,9.025292e-01,7.767292e-01
2.500000e-03,5.000000e-04,5.500000e-01,9.025292e-01,7.772232e-01
2.500000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.774622e-01
2.500000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.774731e-01
2.500000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.771582e-01
2.500000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.767346e-01
2.500000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.772916e-01
2.500000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.767292e-01
2.500000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.772232e-01
2.500000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.774622e-01
2.500000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.774731e-01
2.500000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.771582e-01
2.500000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.767346e-01
2.500000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.772916e-01
2.500000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.767292e-01
2.500000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.772232e-01
2.500000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.774622e-01
2.500000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.774731e-01
2.500000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.771582e-01
2.750000e-03,5.000000e-04,4.000000e-01,9.076157e-01,8.518519e-01
2.750000e-03,5.000000e-04,4.500000e-01,9.054981e-01,8.181819e-01
2.750000e-03,5.000000e-04,5.000000e-01,9.043322e-01,7.777779e-01
2.750000e-03,5.000000e-04,5.500000e-01,9.025292e-01,7.774570e-01
2.750000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.771361e-01
2.750000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.769678e-01
2.750000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.771248e-01
2.750000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.767478e-01
2.750000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.771660e-01
2.750000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.770918e-01
2.750000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.774570e-01
2.750000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.771361e-01
2.750000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.769678e-01
2.750000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.771248e-01
2.750000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.767478e-01
2.750000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.771660e-01
2.750000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.770918e-01
2.750000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.774570e-01
2.750000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.771361e-01
2.750000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.769678e-01
2.750000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.771248e-01
3.000000e-03,5.000000e-04,4.000000e-01,9.089983e-01,8.589065e-01
3.000000e-03,5.000000e-04,4.500000e-01,9.066203e-01,8.288771e-01
3.000000e-03,5.000000e-04,5.000000e-01,9.049151e-01,7.979799e-01
3.000000e-03,5.000000e-04,5.500000e-01,9.025292e-01,7.768021e-01
3.000000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.771121e-01
3.000000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.775216e-01
3.000000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.776692e-01
3.000000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.768594e-01
3.000000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.770339e-01
3.000000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.773499e-01
3.000000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.768021e-01
3.000000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.771121e-01
3.000000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.775216e-01
3.000000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.776692e-01
3.000000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.768594e-01
3.000000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.770339e-01
3.000000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.773499e-01
3.000000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.768021e-01
3.000000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.771121e-01
3.000000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.775216e-01
3.000000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.776692e-01
3.250000e-03,5.000000e-04,4.000000e-01,9.103809e-01,8.659612e-01
3.250000e-03,5.000000e-04,4.500000e-01,9.077424e-01,8.395722e-01
3.250000e-03,5.000000e-04,5.000000e-01,9.054981e-01,8.181819e-01
3.250000e-03,5.000000e-04,5.500000e-01,9.043322e-01,7.777779e-01
3.250000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.773825e-01
3.250000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.767979e-01
3.250000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.767313e-01
3.250000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.770064e-01
3.250000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.769134e-01
3.250000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.772510e-01
3.250000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.770902e-01
3.250000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.773825e-01
3.250000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.767979e-01
3.250000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.767313e-01
3.250000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.770064e-01
3.250000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.769134e-01
3.250000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.772510e-01
3.250000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.770902e-01
3.250000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.773825e-01
3.250000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.767979e-01
3.250000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.767313e-01
3.500000e-03,5.000000e-04,4.000000e-01,9.117635e-01,8.730159e-01
3.500000e-03,5.000000e-04,4.500000e-01,9.088646e-01,8.502674e-01
3.500000e-03,5.000000e-04,5.000000e-01,9.064007e-01,8.288771e-01
3.500000e-03,5.000000e-04,5.500000e-01,9.047819e-01,7.948719e-01
3.500000e-03,5.000000e-04,6.000000e-01,9.025292e-01,7.767906e-01
3.500000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.775270e-01
3.500000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.774598e-01
3.500000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.770975e-01
3.500000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.768002e-01
3.500000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.768906e-01
3.500000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.773584e-01
3.500000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.767906e-01
3.500000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.775270e-01
3.500000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.774598e-01
3.500000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.770975e-01
3.500000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.768002e-01
3.500000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.768906e-01
3.500000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.773584e-01
3.500000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.767906e-01
3.500000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.775270e-01
3.500000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.774598e-01
3.750000e-03,5.000000e-04,4.000000e-01,9.131460e-01,8.800706e-01
3.750000e-03,5.000000e-04,4.500000e-01,9.099867e-01,8.609626e-01
3.750000e-03,5.000000e-04,5.000000e-01,9.073032e-01,8.395722e-01
3.750000e-03,5.000000e-04,5.500000e-01,9.052317e-01,8.119659e-01
3.750000e-03,5.000000e-04,6.000000e-01,9.042158e-01,7.692309e-01
3.750000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.767265e-01
3.750000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.773248e-01
3.750000e-03,1.000000e-03,4.000000e-01,9.025292e-01,7.771349e-01
3.750000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.767501e-01
3.750000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.767469e-01
3.750000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.768229e-01
3.750000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.774228e-01
3.750000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.767265e-01
3.750000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.773248e-01
3.750000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.771349e-01
3.750000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.767501e-01
3.750000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.767469e-01
3.750000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.768229e-01
3.750000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.774228e-01
3.750000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.767265e-01
3.750000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.773248e-01
4.000000e-03,5.000000e-04,4.000000e-01,9.145286e-01,8.871252e-01
4.000000e-03,5.000000e-04,4.500000e-01,9.111089e-01,8.716578e-01
4.000000e-03,5.000000e-04,5.000000e-01,9.082058e-01,8.502674e-01
4.000000e-03,5.000000e-04,5.500000e-01,9.059214e-01,8.230267e-01
4.000000e-03,5.000000e-04,6.000000e-01,9.045242e-01,7.846155e-01
4.000000e-03,5.000000e-04,6.500000e-01,9.025292e-01,7.774882e-01
4.000000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.768173e-01
4.000000e-03,1.000000e-03,4.000000e-01,9.037286e-01,7.884067e-01
4.000000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.767407e-01
4.000000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.770331e-01
4.000000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.769970e-01
4.000000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.767343e-01
4.000000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.774882e-01
4.000000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.768173e-01
4.000000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.771198e-01
4.000000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.767407e-01
4.000000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.770331e-01
4.000000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.769970e-01
4.000000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.767343e-01
4.000000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.774882e-01
4.000000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.768173e-01
4.250000e-03,5.000000e-04,4.000000e-01,9.159112e-01,8.941799e-01
4.250000e-03,5.000000e-04,4.500000e-01,9.122311e-01,8.823530e-01
4.250000e-03,5.000000e-04,5.000000e-01,9.091083e-01,8.609626e-01
4.250000e-03,5.000000e-04,5.500000e-01,9.066112e-01,8.340875e-01
4.250000e-03,5.000000e-04,6.000000e-01,9.048326e-01,8.000001e-01
4.250000e-03,5.000000e-04,6.500000e-01,9.039264e-01,7.523811e-01
4.250000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.775472e-01
4.250000e-03,1.000000e-03,4.000000e-01,9.049279e-01,7.996786e-01
4.250000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.767839e-01
4.250000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.772152e-01
4.250000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.772870e-01
4.250000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.773060e-01
4.250000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.767317e-01
4.250000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.775472e-01
4.250000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.770634e-01
4.250000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.767839e-01
4.250000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.772152e-01
4.250000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.772870e-01
4.250000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.773060e-01
4.250000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.767317e-01
4.250000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.775472e-01
4.500000e-03,5.000000e-04,4.000000e-01,9.172937e-01,9.012346e-01
4.500000e-03,5.000000e-04,4.500000e-01,9.133532e-01,8.930481e-01
4.500000e-03,5.000000e-04,5.000000e-01,9.100109e-01,8.716578e-01
4.500000e-03,5.000000e-04,5.500000e-01,9.073010e-01,8.451483e-01
4.500000e-03,5.000000e-04,6.000000e-01,9.052515e-01,8.125001e-01
4.500000e-03,5.000000e-04,6.500000e-01,9.041913e-01,7.678573e-01
4.500000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.769185e-01
4.500000e-03,1.000000e-03,4.000000e-01,9.061273e-01,8.109504e-01
4.500000e-03,1.000000e-03,4.500000e-01,9.025292e-01,7.768509e-01
4.500000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.771293e-01
4.500000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.768623e-01
4.500000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.769500e-01
4.500000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.774058e-01
4.500000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.769185e-01
4.500000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.769748e-01
4.500000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.768509e-01
4.500000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.771293e-01
4.500000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.768623e-01
4.500000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.769500e-01
4.500000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.774058e-01
4.500000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.769185e-01
4.750000e-03,5.000000e-04,4.000000e-01,9.186763e-01,9.082892e-01
4.750000e-03,5.000000e-04,4.500000e-01,9.144754e-01,9.037433e-01
4.750000e-03,5.000000e-04,5.000000e-01,9.109135e-01,8.823530e-01
4.750000e-03,5.000000e-04,5.500000e-01,9.079908e-01,8.562092e-01
4.750000e-03,5.000000e-04,6.000000e-01,9.057647e-01,8.235295e-01
4.750000e-03,5.000000e-04,6.500000e-01,9.043775e-01,7.815127e-01
4.750000e-03,5.000000e-04,7.000000e-01,9.025292e-01,7.771675e-01
4.750000e-03,1.000000e-03,4.000000e-01,9.073266e-01,8.222223e-01
4.750000e-03,1.000000e-03,4.500000e-01,9.048633e-01,7.818183e-01
4.750000e-03,1.000000e-03,5.000000e-01,9.025292e-01,7.768452e-01
4.750000e-03,1.000000e-03,5.500000e-01,9.025292e-01,7.769296e-01
4.750000e-03,1.000000e-03,6.000000e-01,9.025292e-01,7.770770e-01
4.750000e-03,1.000000e-03,6.500000e-01,9.025292e-01,7.768023e-01
4.750000e-03,1.000000e-03,7.000000e-01,9.025292e-01,7.771675e-01
4.750000e-03,2.400000e-03,4.000000e-01,9.025292e-01,7.768849e-01
4.750000e-03,2.400000e-03,4.500000e-01,9.025292e-01,7.769250e-01
4.750000e-03,2.400000e-03,5.000000e-01,9.025292e-01,7.768452e-01
4.750000e-03,2.400000e-03,5.500000e-01,9.025292e-01,7.769296e-01
4.750000e-03,2.400000e-03,6.000000e-01,9.025292e-01,7.770770e-01
4.750000e-03,2.400000e-03,6.500000e-01,9.025292e-01,7.768023e-01
4.750000e-03,2.400000e-03,7.000000e-01,9.025292e-01,7.771675e-01
5.000000e-03,5.000000e-04,4.000000e-01,9.200589e-01,9.153439e-01
5.000000e-03,5.000000e-04,4.500000e-01,9.155970e-01,9.083270e-01
5.000000e-03,5.000000e-04,5.000000e-01,9.118639e-01,8.888889e-01
5.000000e-03,5.000000e-04,5.500000e-01,9.087549e-01,8.641975e-01
5.000000e-03,5.000000e-04,6.000000e-01,9.062956e-01,8.333334e-01
5.000000e-03,5.000000e-04,6.500000e-01,9.046720e-01,7.936509e-01
5.000000e-03,5.000000e-04,7.000000e-01,9.036702e-01,7.407408e-01
5.000000e-03,1.000000e-03,4.000000e-01,9.084438e-01,8.333334e-01
5.000000e-03,1.000000e-03,4.500000e-01,9.054657e-01,7.954546e-01
5.000000e-03,1.000000e-03,5.000000e-01,9.040342e-01,7.500001e-01
