# boron_feed,boron_limit,LCOW,SEC,RO1_Boron_rej,RO1_Feed_pH,CO2 dose,RO2_Boron_rej,RO2_Feed_pH,NaOH dose,Mem Area RO1,Mem Area RO2,P1,P2
1.682979e-02,1.000000e-03,9.303762e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.174572e-01,1.008757e+01,2.345592e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.682979e-02,2.400000e-03,9.242200e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.833143e-01,9.457020e+00,1.392753e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.734043e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.734043e-02,5.000000e-04,9.348354e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.603887e-01,1.038285e+01,3.035767e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.734043e-02,1.000000e-03,9.305364e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.199585e-01,1.010079e+01,2.370388e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.734043e-02,2.400000e-03,9.245433e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.907203e-01,9.493805e+00,1.442794e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.785106e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.785106e-02,5.000000e-04,9.350807e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.616673e-01,1.039607e+01,3.073732e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.785106e-02,1.000000e-03,9.306966e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.224598e-01,1.011402e+01,2.395183e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.785106e-02,2.400000e-03,9.248303e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.974154e-01,9.526145e+00,1.487218e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.836170e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.836170e-02,5.000000e-04,9.353260e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.629459e-01,1.040930e+01,3.111697e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.836170e-02,1.000000e-03,9.308568e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.249611e-01,1.012724e+01,2.419978e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.836170e-02,2.400000e-03,9.251173e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.041106e-01,9.558486e+00,1.531642e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.887234e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.887234e-02,5.000000e-04,9.355713e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.642246e-01,1.042252e+01,3.149662e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.887234e-02,1.000000e-03,9.310053e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.271051e-01,1.013904e+01,2.442965e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.887234e-02,2.400000e-03,9.253742e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.101831e-01,9.587181e+00,1.571409e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.938298e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.938298e-02,5.000000e-04,9.358166e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.655032e-01,1.043574e+01,3.187628e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.938298e-02,1.000000e-03,9.311500e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.291299e-01,1.015036e+01,2.465353e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.938298e-02,2.400000e-03,9.256144e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.158905e-01,9.613856e+00,1.608583e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.989362e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.989362e-02,5.000000e-04,9.362205e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.663661e-01,1.045387e+01,3.250146e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.989362e-02,1.000000e-03,9.312911e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.310453e-01,1.016124e+01,2.487194e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.989362e-02,2.400000e-03,9.258398e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.212646e-01,9.638750e+00,1.643470e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.040426e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.040426e-02,5.000000e-04,9.366244e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.672290e-01,1.047199e+01,3.312663e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.040426e-02,1.000000e-03,9.314290e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.328599e-01,1.017172e+01,2.508535e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.040426e-02,2.400000e-03,9.260521e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.263339e-01,9.662063e+00,1.676329e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.091489e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091489e-02,5.000000e-04,9.370284e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.680918e-01,1.049011e+01,3.375181e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.091489e-02,1.000000e-03,9.315639e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.345815e-01,1.018183e+01,2.529417e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.091489e-02,2.400000e-03,9.262528e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.311236e-01,9.683965e+00,1.707382e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.142553e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.142553e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.142553e-02,1.000000e-03,9.316961e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.362169e-01,1.019160e+01,2.549880e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.142553e-02,2.400000e-03,9.264429e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.356562e-01,9.704599e+00,1.736815e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.193617e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.193617e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.193617e-02,1.000000e-03,9.318259e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.377726e-01,1.020105e+01,2.569960e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.193617e-02,2.400000e-03,9.266237e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.399518e-01,9.724090e+00,1.764790e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.244681e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.244681e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.244681e-02,1.000000e-03,9.319523e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.392198e-01,1.021007e+01,2.589529e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.244681e-02,2.400000e-03,9.267959e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.440286e-01,9.742544e+00,1.791448e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.295745e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.295745e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.295745e-02,1.000000e-03,9.320787e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.406669e-01,1.021910e+01,2.609097e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.295745e-02,2.400000e-03,9.269604e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.479029e-01,9.760056e+00,1.816911e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.346809e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.346809e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.346809e-02,1.000000e-03,9.322022e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.420154e-01,1.022773e+01,2.628215e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.346809e-02,2.400000e-03,9.271179e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.515894e-01,9.776706e+00,1.841283e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.397872e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.397872e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.397872e-02,1.000000e-03,9.323240e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.433039e-01,1.023614e+01,2.647068e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.397872e-02,2.400000e-03,9.272689e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.551013e-01,9.792567e+00,1.864657e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.448936e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.448936e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.448936e-02,1.000000e-03,9.324443e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.445365e-01,1.024433e+01,2.665681e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
2.448936e-02,2.400000e-03,9.274140e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.584510e-01,9.807702e+00,1.887117e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
2.500000e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000e-02,5.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000e-02,1.000000e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000e-02,2.400000e-03,9.275537e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.616492e-01,9.822169e+00,1.908734e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
