# boron_feed,boron_limit,LCOW,SEC,RO1_Boron_rej,RO1_Feed_pH,CO2 dose,RO2_Boron_rej,RO2_Feed_pH,NaOH dose,Mem Area RO1,Mem Area RO2,P1,P2
4.574468e-03,5.000000e-04,9.266310e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.401260e-01,9.724879e+00,1.765926e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
4.574468e-03,1.000000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407048e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
4.574468e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
5.085106e-03,3.000000e-04,9.304230e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.183214e-01,1.009179e+01,2.352836e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
5.085106e-03,5.000000e-04,9.273914e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.579310e-01,9.805352e+00,1.883619e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
5.085106e-03,1.000000e-03,9.189789e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.810846e-01,8.727410e+00,5.815721e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
5.085106e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
5.595745e-03,3.000000e-04,9.309419e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.261972e-01,1.013402e+01,2.433145e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
5.595745e-03,5.000000e-04,9.280225e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.721675e-01,9.869948e+00,1.981291e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
5.595745e-03,1.000000e-03,9.210137e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.165197e-01,9.062159e+00,8.964985e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
5.595745e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
6.106383e-03,3.000000e-04,9.314157e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.326877e-01,1.017072e+01,2.506481e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
6.106383e-03,5.000000e-04,9.285638e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.838107e-01,9.923486e+00,2.065073e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
6.106383e-03,1.000000e-03,9.224468e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.448677e-01,9.248474e+00,1.118307e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
6.106383e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
6.617021e-03,3.000000e-04,9.318562e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.381289e-01,1.020324e+01,2.574649e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
6.617021e-03,5.000000e-04,9.290395e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.935100e-01,9.968951e+00,2.138706e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
6.617021e-03,1.000000e-03,9.235373e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.680616e-01,9.378358e+00,1.287099e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
6.617021e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
7.127660e-03,3.000000e-04,9.322718e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.427562e-01,1.023255e+01,2.638982e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
7.127660e-03,5.000000e-04,9.294655e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.017147e-01,1.000831e+01,2.204638e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
7.127660e-03,1.000000e-03,9.243985e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.873897e-01,9.477362e+00,1.420380e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
7.127660e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
7.638298e-03,3.000000e-04,9.326694e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.467396e-01,1.025938e+01,2.700525e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
7.638298e-03,5.000000e-04,9.298527e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.087455e-01,1.004291e+01,2.264560e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
7.638298e-03,1.000000e-03,9.251018e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.037444e-01,9.556743e+00,1.529234e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
7.638298e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
8.148936e-03,3.000000e-04,9.330547e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.502046e-01,1.028428e+01,2.760153e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
8.148936e-03,5.000000e-04,9.302089e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.148376e-01,1.007373e+01,2.319692e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
8.148936e-03,1.000000e-03,9.256930e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.177626e-01,9.622551e+00,1.620746e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
8.148936e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
8.659574e-03,3.000000e-04,9.334327e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.532463e-01,1.030772e+01,2.818652e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
8.659574e-03,5.000000e-04,9.305400e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.201672e-01,1.010149e+01,2.370943e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
8.659574e-03,1.000000e-03,9.262020e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.299118e-01,9.678434e+00,1.699522e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
8.659574e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
9.170213e-03,3.000000e-04,9.338083e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.559378e-01,1.033008e+01,2.876794e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
9.170213e-03,5.000000e-04,9.308505e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.248690e-01,1.012674e+01,2.419007e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
9.170213e-03,1.000000e-03,9.266486e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.405423e-01,9.726765e+00,1.768644e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
9.170213e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
9.680851e-03,3.000000e-04,9.341870e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.583363e-01,1.035173e+01,2.935411e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
9.680851e-03,5.000000e-04,9.311440e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.290478e-01,1.014989e+01,2.464432e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
9.680851e-03,1.000000e-03,9.270465e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.499222e-01,9.769177e+00,1.830241e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
9.680851e-03,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
1.019149e-02,3.000000e-04,9.345753e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.604872e-01,1.037304e+01,2.995501e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.019149e-02,5.000000e-04,9.314233e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.327862e-01,1.017129e+01,2.507655e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.019149e-02,1.000000e-03,9.274057e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.582598e-01,9.806838e+00,1.885831e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.019149e-02,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
1.070213e-02,3.000000e-04,9.349817e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.624268e-01,1.039444e+01,3.058403e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.070213e-02,5.000000e-04,9.316907e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.361504e-01,1.019119e+01,2.549035e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.070213e-02,1.000000e-03,9.277332e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.657198e-01,9.840615e+00,1.936525e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.070213e-02,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
1.121277e-02,3.000000e-04,9.354196e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.641850e-01,1.041653e+01,3.126176e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.121277e-02,5.000000e-04,9.319481e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.391939e-01,1.020983e+01,2.588873e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.121277e-02,1.000000e-03,9.280346e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.724338e-01,9.871163e+00,1.983162e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.121277e-02,2.400000e-03,9.152214e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.549446e-01,7.735983e+00,1.407049e-06,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
1.172340e-02,3.000000e-04,9.359130e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.657859e-01,1.044030e+01,3.202550e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.172340e-02,5.000000e-04,9.321971e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.419604e-01,1.022738e+01,2.627424e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.172340e-02,1.000000e-03,9.283138e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.785084e-01,9.898993e+00,2.026385e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.172340e-02,2.400000e-03,9.176377e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.646366e-01,8.427924e+00,3.739816e+00,1.289352e+02,8.462816e+01,5.652224e+06,5.652224e+06
1.223404e-02,3.000000e-04,9.365190e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.672499e-01,1.046800e+01,3.296347e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.223404e-02,5.000000e-04,9.324393e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.444862e-01,1.024400e+01,2.664910e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.223404e-02,1.000000e-03,9.285743e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.840308e-01,9.924508e+00,2.066700e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.223404e-02,2.400000e-03,9.190424e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.820506e-01,8.739785e+00,5.913889e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.274468e-02,3.000000e-04,9.375132e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.685937e-01,1.051026e+01,3.450226e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.274468e-02,5.000000e-04,9.326759e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.468013e-01,1.025981e+01,2.701532e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.274468e-02,1.000000e-03,9.288186e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.890729e-01,9.948031e+00,2.104513e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.274468e-02,2.400000e-03,9.199893e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,6.977453e-01,8.907990e+00,7.379439e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.325532e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.325532e-02,5.000000e-04,9.329081e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.489310e-01,1.027493e+01,2.737470e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.325532e-02,1.000000e-03,9.290489e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.936949e-01,9.969828e+00,2.140151e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.325532e-02,2.400000e-03,9.207718e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.119635e-01,9.027792e+00,8.590567e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.376596e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.376596e-02,5.000000e-04,9.331370e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.508967e-01,1.028947e+01,2.772897e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.376596e-02,1.000000e-03,9.292668e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,8.979471e-01,9.990114e+00,2.173886e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.376596e-02,2.400000e-03,9.214499e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.249041e-01,9.121624e+00,9.640157e+00,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.427660e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.427660e-02,5.000000e-04,9.333637e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.527168e-01,1.030352e+01,2.807977e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.427660e-02,1.000000e-03,9.294739e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.018722e-01,1.000907e+01,2.205942e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.427660e-02,2.400000e-03,9.220473e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.367320e-01,9.198878e+00,1.056484e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.478723e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.478723e-02,5.000000e-04,9.336090e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.539954e-01,1.031674e+01,2.845942e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.478723e-02,1.000000e-03,9.296715e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.055066e-01,1.002685e+01,2.236511e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.478723e-02,2.400000e-03,9.225781e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.475847e-01,9.264501e+00,1.138640e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.529787e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.529787e-02,5.000000e-04,9.338543e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.552741e-01,1.032996e+01,2.883907e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.529787e-02,1.000000e-03,9.298604e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.088813e-01,1.004359e+01,2.265754e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.529787e-02,2.400000e-03,9.230529e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.575780e-01,9.321462e+00,1.212119e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.580851e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.580851e-02,5.000000e-04,9.340995e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.565527e-01,1.034318e+01,2.921872e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.580851e-02,1.000000e-03,9.300382e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.119186e-01,1.005896e+01,2.293276e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.580851e-02,2.400000e-03,9.234601e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.664715e-01,9.369012e+00,1.275140e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.631915e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.631915e-02,5.000000e-04,9.343448e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.578314e-01,1.035641e+01,2.959837e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.631915e-02,1.000000e-03,9.302160e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.149559e-01,1.007434e+01,2.320797e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
1.631915e-02,2.400000e-03,9.238672e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,7.753650e-01,9.416563e+00,1.338162e+01,1.289352e+02,8.462815e+01,5.652224e+06,5.652224e+06
1.682979e-02,3.000000e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.682979e-02,5.000000e-04,9.345901e-01,5.152730e+00,5.657467e-01,6.500000e+00,2.369474e+01,9.591100e-01,1.036963e+01,2.997802e+01,1.289352e+02,8.462814e+01,5.652224e+06,5.652224e+06
