# compressor_unit_cost,LCOW,SEC,Evaporator area,Compressor pressure ratio,Brine HX area,Dist HX area,Brine Enth Flow,Vapor Pressure
5.523000e+03,4.405330e+00,2.230651e+01,7.845037e+02,1.611557e+00,1.653256e+02,1.850367e+02,5.529678e+06,3.231622e+04
9.205000e+03,4.621952e+00,2.192005e+01,8.028001e+02,1.597939e+00,1.688776e+02,1.884237e+02,5.529678e+06,3.231622e+04
