# evaporator_unit_cost,LCOW,SEC,Evaporator area,Compressor pressure ratio,Brine HX area,Dist HX area,Brine Enth Flow,Vapor Pressure
7.500000e+02,4.098323e+00,2.038958e+01,8.784413e+02,1.545313e+00,1.994123e+02,2.360563e+02,4.825105e+06,3.244824e+04
1.250000e+03,4.905944e+00,2.420618e+01,7.013128e+02,1.680622e+00,1.560211e+02,1.844811e+02,4.825105e+06,3.244824e+04
