# Water Recovery,Inlet Salinity,LCOW,SEC,Evaporator area,Compressor pressure ratio
6.450000e-01,7.000000e-02,4.408639e+00,2.167265e+01,1.005496e+03,1.590017e+00
6.487500e-01,3.500000e-02,4.195426e+00,1.941731e+01,9.777253e+02,1.513350e+00
6.487500e-01,7.000000e-02,4.412975e+00,2.172873e+01,1.011545e+03,1.591993e+00
6.525000e-01,3.500000e-02,4.195092e+00,1.942563e+01,9.839499e+02,1.513644e+00
6.525000e-01,7.000000e-02,4.417554e+00,2.178721e+01,1.017564e+03,1.594055e+00
6.562500e-01,3.500000e-02,4.194848e+00,1.943468e+01,9.901709e+02,1.513962e+00
6.562500e-01,7.000000e-02,4.422383e+00,2.184819e+01,1.023554e+03,1.596208e+00
6.600000e-01,3.500000e-02,4.194697e+00,1.944446e+01,9.963881e+02,1.514305e+00
6.600000e-01,7.000000e-02,4.427474e+00,2.191178e+01,1.029511e+03,1.598455e+00
6.637500e-01,3.500000e-02,4.194640e+00,1.945500e+01,1.002601e+03,1.514672e+00
6.637500e-01,7.000000e-02,4.432835e+00,2.197809e+01,1.035435e+03,1.600802e+00
6.675000e-01,3.500000e-02,4.194678e+00,1.946633e+01,1.008811e+03,1.515066e+00
6.675000e-01,7.000000e-02,4.438477e+00,2.204724e+01,1.041322e+03,1.603252e+00
6.712500e-01,3.500000e-02,4.194815e+00,1.947846e+01,1.015016e+03,1.515486e+00
6.712500e-01,7.000000e-02,4.444412e+00,2.211937e+01,1.047171e+03,1.605812e+00
6.750000e-01,3.500000e-02,4.195051e+00,1.949142e+01,1.021217e+03,1.515933e+00
6.750000e-01,7.000000e-02,4.450652e+00,2.219462e+01,1.052980e+03,1.608486e+00
6.787500e-01,3.500000e-02,4.195389e+00,1.950525e+01,1.027414e+03,1.516409e+00
6.787500e-01,7.000000e-02,4.457209e+00,2.227313e+01,1.058746e+03,1.611281e+00
6.825000e-01,3.500000e-02,4.195831e+00,1.951996e+01,1.033607e+03,1.516915e+00
6.825000e-01,7.000000e-02,4.464098e+00,2.235505e+01,1.064465e+03,1.614203e+00
6.862500e-01,3.500000e-02,4.196381e+00,1.953559e+01,1.039795e+03,1.517451e+00
6.862500e-01,7.000000e-02,4.471334e+00,2.244057e+01,1.070136e+03,1.617258e+00
6.900000e-01,3.500000e-02,4.197041e+00,1.955218e+01,1.045978e+03,1.518018e+00
6.900000e-01,7.000000e-02,4.478932e+00,2.252985e+01,1.075755e+03,1.620454e+00
6.937500e-01,3.500000e-02,4.197814e+00,1.956975e+01,1.052156e+03,1.518619e+00
6.937500e-01,7.000000e-02,4.486910e+00,2.262310e+01,1.081318e+03,1.623799e+00
6.975000e-01,3.500000e-02,4.198703e+00,1.958835e+01,1.058329e+03,1.519253e+00
6.975000e-01,7.000000e-02,4.495285e+00,2.272051e+01,1.086822e+03,1.627301e+00
7.012500e-01,3.500000e-02,4.199713e+00,1.960803e+01,1.064497e+03,1.519924e+00
7.012500e-01,7.000000e-02,4.504077e+00,2.282231e+01,1.092263e+03,1.630969e+00
7.050000e-01,3.500000e-02,nan,nan,nan,nan
7.050000e-01,7.000000e-02,4.513307e+00,2.292873e+01,1.097636e+03,1.634813e+00
7.087500e-01,3.500000e-02,4.202109e+00,1.965076e+01,1.076814e+03,1.521377e+00
7.087500e-01,7.000000e-02,4.522997e+00,2.304004e+01,1.102936e+03,1.638844e+00
7.125000e-01,3.500000e-02,4.203505e+00,1.967391e+01,1.082964e+03,1.522164e+00
7.125000e-01,7.000000e-02,4.533172e+00,2.315649e+01,1.108159e+03,1.643072e+00
7.162500e-01,3.500000e-02,4.205038e+00,1.969833e+01,1.089107e+03,1.522993e+00
7.162500e-01,7.000000e-02,4.543856e+00,2.327838e+01,1.113298e+03,1.647511e+00
7.200000e-01,3.500000e-02,4.206714e+00,1.972408e+01,1.095243e+03,1.523867e+00
7.200000e-01,7.000000e-02,4.555079e+00,2.340603e+01,1.118348e+03,1.652174e+00
7.237500e-01,3.500000e-02,4.208539e+00,1.975121e+01,1.101371e+03,1.524787e+00
7.237500e-01,7.000000e-02,4.566870e+00,2.353977e+01,1.123302e+03,1.657075e+00
7.275000e-01,3.500000e-02,4.210519e+00,1.977980e+01,1.107491e+03,1.525756e+00
7.275000e-01,7.000000e-02,4.579260e+00,2.367997e+01,1.128152e+03,1.662229e+00
7.312500e-01,3.500000e-02,4.212661e+00,1.980991e+01,1.113603e+03,1.526777e+00
7.312500e-01,7.000000e-02,4.592285e+00,2.382701e+01,1.132891e+03,1.667655e+00
7.350000e-01,3.500000e-02,4.214971e+00,1.984163e+01,1.119705e+03,1.527852e+00
7.350000e-01,7.000000e-02,4.605982e+00,2.398132e+01,1.137511e+03,1.673371e+00
7.387500e-01,3.500000e-02,4.217458e+00,1.987503e+01,1.125797e+03,1.528984e+00
7.387500e-01,7.000000e-02,4.620392e+00,2.414336e+01,1.142002e+03,1.679396e+00
7.425000e-01,3.500000e-02,4.220130e+00,1.991022e+01,1.131879e+03,1.530177e+00
7.425000e-01,7.000000e-02,4.635558e+00,2.431360e+01,1.146353e+03,1.685754e+00
7.462500e-01,3.500000e-02,4.222996e+00,1.994728e+01,1.137949e+03,1.531433e+00
7.462500e-01,7.000000e-02,4.651527e+00,2.449259e+01,1.150555e+03,1.692468e+00
7.500000e-01,3.500000e-02,4.226065e+00,1.998633e+01,1.144007e+03,1.532756e+00
7.500000e-01,7.000000e-02,4.668350e+00,2.468090e+01,1.154594e+03,1.699565e+00
