# electricity_cost,LCOW,SEC,Evaporator area,Compressor pressure ratio,Brine HX area,Dist HX area,Brine Enth Flow,Vapor Pressure
5.250000e-02,3.301771e+00,2.740004e+01,5.806014e+02,1.805489e+00,1.230053e+02,1.496345e+02,5.425217e+06,3.338089e+04
8.750000e-02,4.168386e+00,2.263718e+01,7.387708e+02,1.623590e+00,1.570998e+02,1.873922e+02,5.425217e+06,3.338089e+04
