# compressor_unit_cost,LCOW,SEC,Evaporator area,Compressor pressure ratio,Brine HX area,Dist HX area,Brine Enth Flow,Vapor Pressure
5.523000e+03,4.336991e+00,2.170852e+01,7.788209e+02,1.590786e+00,1.658526e+02,1.971748e+02,5.425217e+06,3.338089e+04
9.205000e+03,4.550800e+00,2.132747e+01,7.964271e+02,1.577556e+00,1.698626e+02,2.013690e+02,5.425217e+06,3.338089e+04
