# electricity_cost,LCOW,SEC,Evaporator area,Compressor pressure ratio,Brine HX area,Dist HX area,Brine Enth Flow,Vapor Pressure
5.250000e-02,3.343368e+00,2.799013e+01,5.827350e+02,1.829348e+00,1.267361e+02,1.447809e+02,5.529678e+06,3.231622e+04
8.750000e-02,4.230707e+00,2.323105e+01,7.437131e+02,1.644711e+00,1.577567e+02,1.770291e+02,5.529678e+06,3.231622e+04
