# Water Recovery,Inlet Salinity,LCOW,SEC,Evaporator area,Evaporator temperature,Evaporator pressure,Compressor pressure ratio
8.000000e-01,3.500000e-02,nan,nan,nan,nan,nan,nan
8.000000e-01,4.777778e-02,2.641882e+00,7.744360e+00,1.011322e+03,2.981517e+02,2.039317e+04,1.192104e+00
8.000000e-01,6.055556e-02,2.655686e+00,7.795479e+00,1.034340e+03,2.981517e+02,1.972566e+04,1.193471e+00
8.000000e-01,7.333333e-02,2.672120e+00,7.857679e+00,1.059547e+03,2.981517e+02,1.897910e+04,1.195136e+00
8.000000e-01,8.611111e-02,2.692020e+00,7.934894e+00,1.087469e+03,2.981517e+02,1.813856e+04,1.197205e+00
8.000000e-01,9.888889e-02,2.716624e+00,8.033135e+00,1.118843e+03,2.981517e+02,1.718511e+04,1.199843e+00
8.000000e-01,1.116667e-01,2.747843e+00,8.162038e+00,1.154733e+03,2.981517e+02,1.609437e+04,1.203311e+00
8.000000e-01,1.244444e-01,2.788801e+00,8.338037e+00,1.196754e+03,2.981517e+02,1.483436e+04,1.208061e+00
8.000000e-01,1.372222e-01,2.844998e+00,8.591520e+00,1.247486e+03,2.981517e+02,1.336238e+04,1.214930e+00
8.000000e-01,1.500000e-01,2.927153e+00,8.985265e+00,1.311358e+03,2.981517e+02,1.162003e+04,1.225666e+00
